true	predicted
Пекло (фильм, 2007)	День, когда остановилась Земля (фильм, 1951)
Пекло (фильм, 2007)	Он мог быть первым. Драма космонавта Нелюбова
Пекло (фильм, 2007)	Бумажный солдат
Пекло (фильм, 2007)	Волшебник Марса
Пекло (фильм, 2007)	Смерть в космосе
Пекло (фильм, 2007)	Далёкая синяя высь
Пекло (фильм, 2007)	Мурзилка на спутнике
Звёздные врата (фильм)	Миньоны (мультфильм)
Звёздные врата: SG-1	Миньоны (мультфильм)
Звёздные врата: Атлантида	Миньоны (мультфильм)
Звёздные врата: Вселенная	Миньоны (мультфильм)
